"id","corporateItemCd","upcId","rogCd","productHierarchy.productClass.productClassNm","productHierarchy.productClass.productClassCd","productHierarchy.productClass.retailSectionCd","productHierarchy.productSubClassLevel1.productSubClassNm","productHierarchy.productSubClassLevel1.productSubClassCd","productHierarchy.productSubClassLevel2.productSubClassNm","productHierarchy.productSubClassLevel2.productSubClassCd","productHierarchy.productGroup.productGroupNm","productHierarchy.productGroup.productGroupCd","productHierarchy.productCategory.productCategoryNm","productHierarchy.productCategory.productCategoryCd","pullDateInd","vendorId","vendorSubAccountNbr","priceLookUpCd","itemDescription.internetItemDsc","shelfLifeDys","dimension.shipUnitDimensions.shipUnitWtUOMCd","dimension.shipUnitDimensions.shipUnitWt","dimension.shipUnitDimensions.shipUnitPackQty","dimension.shelfUnitDimensions.itemPackUOMCd","departmentId","itemSourcingType.dsdInd","itemSourcingType.warehouseInd","vendorNm"
"SNCA-20070342-004300000664","20070342","004300000664","SNCA","KIDS POWDERED DRINK MIXES","10","301","SWEETENED"," KIDS POWDERED DRINK MIXES","5","SWEETENED"," KIDS POWDERED DRINK MIXES","5","SHELF STABLE JUICES AND DRINKS","20","POWDERED DRINK MIXES","7","","006446","001","0","KRAFT TANG LIQUID ORANGE","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8100091-007618326009","8100091","007618326009","SNCA","READY TO DRINK TEA","1","313","MULTI-PACK RTD TEA","5","MULTI-PACK RTD TEA","5","NON CARBONATED BEVERAGES","3","READY TO DRINK TEA AND COFFEE","10","","001906","012","0","SNAPPLE DIET TROPICAL TEA","0","LB","0.001","4.00","I","","Y","N","7UP BOTTLING CO."
"SNCA-27051502-007488006172","27051502","007488006172","SNCA","ASAIN SHELF STABLE DINNERS","25","301","ASAIN SHELF STABLE DINNERS","0","ASAIN SHELF STABLE DINNERS","0","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","004959","006","0","S&B NO MSG RETORT WITH VEG HOT CURRY SAUCE","0","LB","0.001","1.00","I","","Y","N","JFC INTL INC"
"SNCA-2011020-002750061439","2011020","002750061439","SNCA","MAINSTREAM AT HOME COOKIES","10","338","ALL OTHER MAINSTREAM AT HOME COOKIES","7","ALL OTHER MAINSTREAM AT HOME COOKIES","7","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME COOKIES","1","","001463","002","0","ARCHWAY HOMESTYLE OLD FASHION WINDMILL","0","LB","0.001","1.00","I","","Y","N","SNYDERS OF HANOVER"
"SNCA-42200013-078978501962","42200013","078978501962","SNCA","ADULT NOVELTIES","1","317","HEALTHY ALTERNATIVE (BFY/SOY/LOW CARB)","10","HEALTHY ALTERNATIVE (BFY/SOY/LOW CARB)","10","ICE CREAM","42","NOVELTIES","5","","","","null","SKINNY COW ICE CRM SANDWICH COMBO","0","LB","0.001","8.00","I"
"SNCA-37060072-087145900013","37060072","087145900013","SNCA","CHUNKS GROCERY INGREDIENT CHEESE","1","325","CHUNKS GROCERY INGREDIENT CHEESE","0","CHUNKS GROCERY INGREDIENT CHEESE","0","CHEESE","37","GROCERY INGREDIENT CHEESE","6","","006446","001","0","DAIYA DAIRY FREE JALAPENO GARLIC HAVARTI STYLE WEDGE CHEESE","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-84830194-008259272715","84830194","008259272715","SNCA","REFRIGERATED PREMIUM SMOOTHIE","5","329","OTHER REFRIGERATED PREMIUM SMOOTHIE","25","OTHER REFRIGERATED PREMIUM SMOOTHIE","25","FRESH PRODUCE","84","REFRIGERATED PREMIUM DRINKS","83","","002409","002","0","NAKED SUPERFOOD BLUE MACHINE","0","LB","0.001","1.00","I","","Y","N","TROPICANA CHILLED DSD"
"SNCA-74400710-070617302012","74400710","070617302012","SNCA","FOOD PREP/PROTECTION","0","335","FOOD PREP/PROTECTION","0","FOOD PREP/PROTECTION","0","HOUSEWARES","74","FOOD PREP/PROTECTION","40","","006446","001","0","NATURAL VALUE PLASTIC WRAP","0","LB","0.001","24.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-27052628-001115221347","27052628","001115221347","SNCA","ASIAN SNACKS","60","301","ASIAN SNACKS","0","ASIAN SNACKS","0","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","004959","006","0","TAMANISHIKI PREMIUM SHORT GRAIN MICROWAVE RICE","0","LB","0.001","12.00","I","","Y","N","JFC INTL INC"
"SNCA-48020506-074616782005","48020506","074616782005","SNCA","SKILLETS/KITS MULTI-SERVE MEALS FROZEN PREPARE","10","317","NATURAL/ORGANIC SKILLETS/KITS MULTI-SERVE FROZ","20","NATURAL/ORGANIC SKILLETS/KITS MULTI-SERVE FROZ","20","PREPARED FROZEN FOODS","48","MULTI-SERVE MEALS FROZEN PREPARED FOODS","2","","006446","001","0","TASTEE CHOICE CHICKEN ALFREDO","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-6010294-085055100507","6010294","085055100507","SNCA","REGULAR MAYONNAISE","1","302","REGULAR MAYONNAISE (<=30 OZ)","1","REGULAR MAYONNAISE (<=30 OZ)","1","MAYONNAISE"," SALAD DRESSINGS & TOPPINGS","6","MAYONNAISE","1","","006446","001","0","SIR KENSIN MAYONNAISE CLASSI","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-2100186-004400005873","2100186","004400005873","SNCA","AWAY FROM HOME FC COOKIE","5","338","AWAY FROM HOME FC COOKIE MULTI PACKS","3","AWAY FROM HOME FC COOKIE MULTI PACKS","3","COOKIES/CRACKERS & MISC SNACKS","2","AWAY FROM HOME FC COOKIE/CRACKER & MISC SNACKS","10","","000895","012","0","OREO THIN BITES COOKIES DIPPED","0","LB","0.001","4.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-20021169-002500006151","20021169","002500006151","SNCA","CRANBERRY JUICE & BLENDS","5","301","CRANBERRY COCKTAIL","5","CRANBERRY COCKTAIL","5","SHELF STABLE JUICES AND DRINKS","20","ALL FAMILY JUICES & DRINKS","2","","001392","055","0","MINUTE MAID JUICE TO GO APPLE","0","LB","0.001","24.00","I","","Y","N","COCA COLA CO"
"SNCA-6060373-073215302849","6060373","073215302849","SNCA","BACON BITS","5","302","BACON BITS","0","BACON BITS","0","MAYONNAISE"," SALAD DRESSINGS & TOPPINGS","6","CROUTONS & SALAD TOPPINGS","6","","006446","001","0","EPIC BITS HICKORY BACON UNCURED","0","LB","0.001","10.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-38900134-085899600500","38900134","085899600500","SNCA","REFRIGERATED PICKLES AND VEGETABLES","1","323","REFRIGERATED PICKLES","1","REFRIGERATED PICKLES","1","REFRIGERATED FOODS","38","REFRIGERATED FOODS ALL OTHER","90","","006446","001","0","GRILLOS PICKLES DILL ITALIAN CHIPS","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-48051171-087145900198","48051171","087145900198","SNCA","SINGLE SERVE FROZEN PIZZA","5","317","MAINSTREAM SINGLE SERVE FROZEN PIZZA","10","MAINSTREAM SINGLE SERVE FROZEN PIZZA","10","PREPARED FROZEN FOODS","48","PIZZA FROZEN PREPARED FOODS","5","","006446","001","0","DAIYA MEATLESS PEPPERONI PIZZA","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-29700162-004123500067","29700162","004123500067","SNCA","SALSA HISPANIC SHELF-STABLE SALSA & DIPS","1","301","MILD SALSA HISPANIC","1","MILD SALSA HISPANIC","1","HISPANIC FOODS","29","HISPANIC SHELF-STABLE SALSA & DIPS","70","","006446","001","0","MRS RENFROS SALSA PICANTE MILD","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-11010379-003997850103","11010379","003997850103","SNCA","HEALTH COLD CEREAL","1","301","HEALTH COLD CEREAL GRANOLA/MUESLI","10","HEALTH COLD CEREAL GRANOLA/MUESLI","10","CEREAL AND BREAKFAST","11","COLD CEREAL","1","","006446","001","0","BOBS RED MILL MUESLI CEREAL","0","LB","0.001","4.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-27050284-004139004202","27050284","004139004202","SNCA","ASIAN SAUCES","1","301","ASIAN COOKING SAUCES","5","ASIAN COOKING SAUCES","5","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","004215","001","null","KIKKOMAN BEEF BROCCOLI SCE HAWAII","0","LB","0.001","1.00","I"
"SNCA-5850284-007199806502","5850284","007199806502","SNCA","MAINSTREAM MARINADES","1","302","ALL OTHER MAINSTREAM MARINADES","85","ALL OTHER MAINSTREAM MARINADES","85","ENHANCEMENTS","5","MARINADES","85","","006446","001","0","TONY CHACHERES MARINADE CHICKEN BOTTLE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8100231-061126913345","8100231","061126913345","SNCA","RED BULL RTD ENERGY","1","313","DIET RED BULL RTD ENERGY","5","DIET RED BULL RTD ENERGY","5","NON CARBONATED BEVERAGES","3","ENERGY","35","","022481","001","0","RED BULL SUGAR FREE ENERGY DRINK","0","LB","0.001","12.00","I","","Y","N","RED BULL DISTRIBUTION CO OF SACRAMENTO"
"SNCA-84832059-072243032048","84832059","072243032048","SNCA","REFRIGERATED PREMIUM INDULGENCE","20","329","OTHER REFRIGERATED PREMIUM INDULGENCE","25","OTHER REFRIGERATED PREMIUM INDULGENCE","25","FRESH PRODUCE","84","REFRIGERATED PREMIUM DRINKS","83","","003817","001","0","GTS KOMBUCHA TANTRIC TURMERIC","0","LB","0.001","6.00","I","","Y","N","ROCK ISLAND REFRIGERATED DIST INC"
"SNCA-27051256-001115203188","27051256","001115203188","SNCA","ASIAN NOODLES","10","301","PACKAGED ASIAN NOODLES","5","PACKAGED ASIAN NOODLES","5","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","006446","001","0","DYNASTY SPECIALTY FOOD MAIFUN RICE STICKS","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-89012398-008577500715","89012398","008577500715","SNCA","CRAFT BEER","15","305","ALE CRAFT BEER","1","ALE CRAFT BEER","1","ALCOHOLIC BEVERAGES","89","BEER","1","","003378","001","0","SAINT ARCHER HAZY IPA IN CANS","0","LB","0.001","4.00","I","","Y","N","BAY AREA BEVERAGE CO"
"SNCA-20020336-004900007040","20020336","004900007040","SNCA","CONTEMPORARY BLENDS","10","301","OTHER"," CONTEMPORARY BLENDS","30","OTHER"," CONTEMPORARY BLENDS","30","SHELF STABLE JUICES AND DRINKS","20","ALL FAMILY JUICES & DRINKS","2","","001392","055","0","HUBERTS WATERMELON LEMONADE","0","LB","0.001","12.00","I","","Y","N","COCA COLA CO"
"SNCA-48201503-076722603566","48201503","076722603566","SNCA","ALL OTHER FROZEN SNACK PREPARED FOODS","85","317","ALL OTHER FROZEN SNACK PREPARED FOODS","0","ALL OTHER FROZEN SNACK PREPARED FOODS","0","PREPARED FROZEN FOODS","48","FROZEN SNACK PREPARED FOODS","20","","006446","001","0","VEGGIE SAMOSA","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-42013381-085097700509","42013381","085097700509","SNCA","SUPER PREMIUM PACKAGED ICE CREAM","1","317","DIETARY NEEDS SUPER PREMIUM PACKAGED ICE CREAM","10","DIETARY NEEDS SUPER PREMIUM PACKAGED ICE CREAM","10","ICE CREAM","42","PACKAGED ICE CREAM","1","","006446","001","0","SORBABES JAMIN LEM","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-48051705-007218073367","48051705","007218073367","SNCA","SINGLE SERVE FROZEN PIZZA","5","317","MAINSTREAM SINGLE SERVE FROZEN PIZZA","10","MAINSTREAM SINGLE SERVE FROZEN PIZZA","10","PREPARED FROZEN FOODS","48","PIZZA FROZEN PREPARED FOODS","5","","001464","002","0","RED BARON DEEP DISH SINGLES PIZZA SUPREME","0","LB","0.001","1.00","I","","Y","N","SCHWANS CONSUMER BRANDS NORTH AMERICA"
"SNCA-48020511-085272415551","48020511","085272415551","SNCA","FAMILY MEALS","1","317","NATURAL/ORGANIC FAMILY MEALS MULTI-SERVE MEALS","10","NATURAL/ORGANIC FAMILY MEALS MULTI-SERVE MEALS","10","PREPARED FROZEN FOODS","48","MULTI-SERVE MEALS FROZEN PREPARED FOODS","2","","006446","001","0","YANGS ASIAN ENTREES BBQ CHICKEN TERIYAK","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-42015140-074447300113","42015140","074447300113","SNCA","SUPER PREMIUM PACKAGED ICE CREAM","1","317","DIETARY NEEDS SUPER PREMIUM PACKAGED ICE CREAM","10","DIETARY NEEDS SUPER PREMIUM PACKAGED ICE CREAM","10","ICE CREAM","42","PACKAGED ICE CREAM","1","","","","null","SO DELICIOUS FROZEN MOUSSE ICE CREAM CHOCOLATE CHIP SWIRL","0","LB","0.001","8.00","I"
"SNCA-88020259-020256700000","88020259","020256700000","SNCA","BEEF CHOICE"," CREDIT MEATS/NON PRIMAL OPTIONAL","6","333","BEEF OPTIONAL CUTS"," CHOICE CREDIT MEAT/NONPRI","45","BEEF OPTIONAL CUTS"," CHOICE CREDIT MEAT/NONPRI","45","MEAT","88","BEEF"," CHOICE"," NO MANUFACTURER BRAND DECLARED","2","","000013","025","0","USDA CHOICE BEEF CUBE STEAK BLADE TENDERIZED","0","LB","0.001","1.00","I","","Y","N","DUMMY VENDOR SAFEWAY MEAT"
"SNCA-27052262-001115226553","27052262","001115226553","SNCA","ASIAN DRESSINGS","45","301","ASIAN COOKING OILS","10","ASIAN COOKING OILS","10","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","006446","001","0","DYNASTY HOT SESAME OIL","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-48100989-069899780929","48100989","069899780929","SNCA","BREAD MEAL COMPONENTS","10","317","ALL OTHER BREAD MEAL COMPONENTS","85","ALL OTHER BREAD MEAL COMPONENTS","85","PREPARED FROZEN FOODS","48","MEAL COMPONENTS FROZEN PREPARED FOODS","10","","006446","001","0","UDIS GF WH BRD SNDWC","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-10050097-007440173423","10050097","007440173423","SNCA","PLAIN SPECIALTY RICE","15","301","COUSCOUS >= 10OZ PLAIN SPECIALTY RICE","10","COUSCOUS >= 10OZ PLAIN SPECIALTY RICE","10","RICE & BEANS","10","PLAIN RICE","5","","006446","001","0","RICE SELECT COUSCOUS TRI-COLOR PEARL","0","LB","0.001","4.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8200142-001200000159","8200142","001200000159","SNCA","STILL CONVENIENCE BOTTLED WATER","5","313","SINGLE STILL CONVENIENCE BOTTLED WATER","1","SINGLE STILL CONVENIENCE BOTTLED WATER","1","NON CARBONATED BEVERAGES","3","BOTTLED WATER","20","","001390","022","0","AQUAFINA WATER","60","LB","0.001","24.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-86400152-002113012324","86400152","002113012324","SNCA","SHRIMP FAMILY RAW","10","330","RAW SHELL ON SHRIMP","10","RAW SHELL ON SHRIMP","10","SEAFOOD","86","SHRIMP FAMILY","40","","000013","025","0","WFB SHRIMP RAW 51-60 COUNT FROZEN","0","LB","20.000","10.00","I","","Y","N","DUMMY VENDOR SAFEWAY MEAT"
"SNCA-27971189-062805575845","27971189","062805575845","SNCA","ASSORTED ETHNIC"," GOURMET & SPECIALTY","0","301","ASSORTED ETHNIC"," GOURMET & SPECIALTY","0","ASSORTED ETHNIC"," GOURMET & SPECIALTY","0","ETHNIC"," GOURMET & SPECIALTY","27","ASSORTED ETHNIC"," GOURMET & SPECIALTY","97","","006446","001","0","FODY FOOD DRESSING CAESAR","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-96050364-003785477422","96050364","003785477422","SNCA","DINNER ROLLS","5","336","MAINSTREAM DINNER ROLLS","1","MAINSTREAM DINNER ROLLS","1","COMMERCIAL FRESH BREAD","96","ROLLS COMMERCIAL FRESH BREAD","35","","003529","001","0","THE BREAD BASKET ROLL PANE DE SAL","60","LB","0.001","1.00","I","","Y","N","BREAD BASKET BAKERY"
"SNCA-29850646-004856420000","29850646","004856420000","SNCA","TORTILLAS HISPANIC TORTILLAS & TOSTADAS","1","301","CORN TORTILLAS HISPANIC","5","CORN TORTILLAS HISPANIC","5","HISPANIC FOODS","29","HISPANIC TORTILLAS & TOSTADAS","85","","001474","002","0","GUERRERO CORN TORTILLAS 48 COUNT","0","LB","0.001","1.00","I","","Y","N","MISSION FOODS CORP"
"SNCA-2020281-004400000055","2020281","004400000055","SNCA","MAINSTREAM AT HOME CRACKERS","10","338","SALTINES MAINSTREAM AT HOME CRACKERS","4","SALTINES MAINSTREAM AT HOME CRACKERS","4","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","000895","012","0","NABISCO PREMIUM NO SALT SALTINE CRACKER","60","LB","14.300","12.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-89011831-063625188901","89011831","063625188901","SNCA","CRAFT BEER","15","305","ALE CRAFT BEER","1","ALE CRAFT BEER","1","ALCOHOLIC BEVERAGES","89","BEER","1","","003419","001","0","STONE VARIETY IN BOTTLES","0","LB","0.001","2.00","I","","Y","N","SACCANI DIST CO"
"SNCA-29850205-002113011259","29850205","002113011259","SNCA","TORTILLAS HISPANIC TORTILLAS & TOSTADAS","1","301","CORN TORTILLAS HISPANIC","5","CORN TORTILLAS HISPANIC","5","HISPANIC FOODS","29","HISPANIC TORTILLAS & TOSTADAS","85","","001474","002","0","SIGNATURE SELECT TORTILLAS WHITE CORN 72CT","0","LB","0.001","1.00","I","","Y","N","MISSION FOODS CORP"
"SNCA-9151116-085895900536","9151116","085895900536","SNCA","MEAT STICK SNACK","1","338","REGULAR MEAT STICK SNACK","1","REGULAR MEAT STICK SNACK","1","SALTY SNACKS","9","MEAT SNACKS","15","","003697","001","0","CHEFS CUT REAL SNACK STICKS ORIGINAL SMOKEHOUSE","0","LB","0.001","1.00","I","","Y","N","GRAN'PA DON'S SALES"
"SNCA-27050590-001115207071","27050590","001115207071","SNCA","ASIAN SPICES","40","301","ASIAN SPICES","0","ASIAN SPICES","0","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","004215","001","null","JFC KATSUO FURIKAKE","60","LB","0.001","1.00","I"
"SNCA-28351457-007079670001","28351457","007079670001","SNCA","NON RED SAUCE SHELF STABLE PASTA & PIZZA SAUCE","5","302","NON RED SAUCE"," SEAFOOD","30","NON RED SAUCE"," SEAFOOD","30","PASTA & PASTA SAUCE","28","SHELF STABLE PASTA & PIZZA SAUCE","35","","006446","001","0","CENTO WHITE CLAM SAUCE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-29850203-007373107121","29850203","007373107121","SNCA","TORTILLAS HISPANIC TORTILLAS & TOSTADAS","1","301","FLOUR TORTILLAS HISPANIC","1","FLOUR TORTILLAS HISPANIC","1","HISPANIC FOODS","29","HISPANIC TORTILLAS & TOSTADAS","85","","001474","002","0","MISSION SOFT TACO FLOUR TORTILLAS 20CT","0","LB","0.001","1.00","I","","Y","N","MISSION FOODS CORP"
"SNCA-9011691-002840037185","9011691","002840037185","SNCA","POTATO CHIPS TAKE HOME BAG/CANISTER SNACK","1","338","HARD BITE POTATO CHIPS TAKE HOME BAG/CANISTER","15","HARD BITE POTATO CHIPS TAKE HOME BAG/CANISTER","15","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","LAYS KETTLE COOKED JALAPENO","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-2022105-004400005041","2022105","004400005041","SNCA","MAINSTREAM AT HOME CRACKERS","10","338","ALL OTHER MAINSTREAM AT HOME CRACKERS","7","ALL OTHER MAINSTREAM AT HOME CRACKERS","7","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","000895","012","0","NABISCO RITZ CRISP & THINS SEA SALT","0","LB","0.001","6.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-3201397-085817600215","3201397","085817600215","SNCA","STILL CONVENIENCE BOTTLED WATER","5","313","SINGLE STILL CONVENIENCE BOTTLED WATER","1","SINGLE STILL CONVENIENCE BOTTLED WATER","1","NON CARBONATED BEVERAGES","3","BOTTLED WATER","20","","001392","055","0","BODYARMOR WATER","0","LB","0.001","12.00","I","","Y","N","COCA COLA CO"
"SNCA-8100353-007618332364","8100353","007618332364","SNCA","READY TO DRINK TEA","1","313","MULTI-SERVE >24Z  RTD TEA","10","MULTI-SERVE >24Z  RTD TEA","10","NON CARBONATED BEVERAGES","3","READY TO DRINK TEA AND COFFEE","10","","001906","012","0","SNAPPLE MANGO MADNESS BEVERAGE","0","LB","0.001","12.00","I","","Y","N","7UP BOTTLING CO."
"SNCA-8051643-007800001950","8051643","007800001950","SNCA","TRADITIONAL PREMIUM SPARKLING DRINKS","10","313","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","CARBONATED BEVERAGES & MIXERS","8","PREMIUM SPARKLING DRINKS","5","","001390","022","0","CRUSH ORANGE","0","LB","0.001","12.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-9010891-002840015938","9010891","002840015938","SNCA","POTATO CHIPS TAKE HOME BAG/CANISTER SNACK","1","338","RIDGED POTATO CHIPS TAKE HOME BAG/CANISTER","5","RIDGED POTATO CHIPS TAKE HOME BAG/CANISTER","5","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","RUFFLES ORIGINAL POTATO CHIPS","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-3201000-086780100013","3201000","086780100013","SNCA","STILL CONVENIENCE BOTTLED WATER","5","313","SINGLE STILL CONVENIENCE BOTTLED WATER","1","SINGLE STILL CONVENIENCE BOTTLED WATER","1","NON CARBONATED BEVERAGES","3","BOTTLED WATER","20","","006446","001","0","PATHWATER","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-19030145-078535701205","19030145","078535701205","SNCA","GROUND PREPACKAGED COFFEE/HOT","10","301","PREMIUM GROUND PREPACKAGE COFFEE/HOT","10","PREMIUM GROUND PREPACKAGE COFFEE/HOT","10","COFFEE/TEA/HOT COCOA/CREAM/FILTERS","19","PREPACKAGED COFFEE/HOT","3","","019258","001","0","PEETS MAJOR DICKASON GROUND COFFEE","0","LB","0.001","1.00","I","","Y","N","PEETS COFFEE & TEA INC"
"SNCA-2010601-004400004059","2010601","004400004059","SNCA","MAINSTREAM AT HOME COOKIES","10","338","OTHR SENSIBLE SNACKING MAINSTRM AT HOME COOKIE","19","OTHR SENSIBLE SNACKING MAINSTRM AT HOME COOKIE","19","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME COOKIES","1","","000895","012","0","NBC CRANBERRY ORANGE BELVITA","0","LB","0.001","6.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-27051342-007618600002","27051342","007618600002","SNCA","ASIAN SOUPS","20","301","DRY ASIAN SOUP","10","DRY ASIAN SOUP","10","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","006446","001","0","SAPPORO SOUP ICHIBAN RAMEN CHICKEN CUP","0","LB","0.001","24.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-89010243-076317630006","89010243","076317630006","SNCA","CRAFT BEER","15","305","ALE CRAFT BEER","1","ALE CRAFT BEER","1","ALCOHOLIC BEVERAGES","89","BEER","1","","021805","002","0","DESCHUTES MIRROR POND PALE ALE BEER BOTTLES","0","LB","0.001","4.00","I","","Y","N","DBI BEVERAGE"
"SNCA-8051167-085181800153","8051167","085181800153","SNCA","TRADITIONAL PREMIUM SPARKLING DRINKS","10","313","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","CARBONATED BEVERAGES & MIXERS","8","PREMIUM SPARKLING DRINKS","5","","006446","001","0","DRY SODA FUJI APPLE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8150141-009492278604","8150141","009492278604","SNCA","AO CARBONATED MIXERS PACKAGES","20","313","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","CARBONATED BEVERAGES & MIXERS","8","CARBONATED MIXERS","15","","006446","001","0","Q TONIC WATER","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-3101225-085958400705","3101225","085958400705","SNCA","READY TO DRINK TEA","1","313","SINGLE SERVE <=24OZ RTD TEA","1","SINGLE SERVE <=24OZ RTD TEA","1","NON CARBONATED BEVERAGES","3","READY TO DRINK TEA AND COFFEE","10","","001390","022","0","YACHAK YERBA MATE INFUSED","0","LB","0.001","12.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-8010302-001200080994","8010302","001200080994","SNCA","CSD 12 OZ 12PK CANS","5","313","PEPSI CSD 12 OZ 12PK CANS","1","PEPSI CSD 12 OZ 12PK CANS","1","CARBONATED BEVERAGES & MIXERS","8","CARBONATED SOFT DRINKS","1","","001390","022","0","PEPSI FRIDGE MATE SODA","0","LB","0.001","2.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-3101301-001200018181","3101301","001200018181","SNCA","READY TO DRINK TEA","1","313","MULTI-PACK RTD TEA","5","MULTI-PACK RTD TEA","5","NON CARBONATED BEVERAGES","3","READY TO DRINK TEA AND COFFEE","10","","001390","022","0","PURE LEAF HONEY GREEN TEA","0","LB","0.001","2.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-27350099-089175600021","27350099","089175600021","SNCA","INDIAN/MIDDLE EAST FOODS","0","301","INDIAN/MIDDLE EAST FOODS","0","INDIAN/MIDDLE EAST FOODS","0","ETHNIC"," GOURMET & SPECIALTY","27","INDIAN/MIDDLE EAST FOODS","35","","006446","001","0","MAYA KAIMAL ALL NATURAL BUTTER MASALA MILD INDIAN SIMMER SAUCE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-32060967-081833601176","32060967","081833601176","SNCA","VARIETY PACK CAT FOOD WET","20","327","0-12CT VARIETY PACK","1","0-12CT VARIETY PACK","1","PET FOOD & PET NEEDS","32","CAT FOOD WET","6","","006446","001","0","I&LOVE&YOU CAT FOOD CAN MULTI PACK","0","LB","0.001","4.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-96010686-076394622401","96010686","076394622401","SNCA","ONE DAY FRENCH (MAIN MEAL) BREAD","1","336","SOURDOUGH ONE DAY FRENCH","5","SOURDOUGH ONE DAY FRENCH","5","COMMERCIAL FRESH BREAD","96","FRENCH (MAIN MEAL) COMMERCIAL FRESH BREAD","40","","001430","003","0","ALFAROS SCRUZ SOURDOUGH ROUND SLICE BREAD","60","LB","0.001","1.00","I","","Y","N","BIMBO BAKERIES USA INC"
"SNCA-3250170-085231100430","3250170","085231100430","SNCA","ALL OTHER FLAVORED/FUNCTIONAL WATER","40","313","FULL CALORIE ALL OTHER WATER","1","FULL CALORIE ALL OTHER WATER","1","NON CARBONATED BEVERAGES","3","FLAVORED/FUNCTIONAL WATER","25","","001906","012","0","BAI TANZANIA LEMONADE TEA","0","LB","0.001","12.00","I","","Y","N","7UP BOTTLING CO."
